items,count,total,rnd,customer,age,city,paymentType
canned beer,1,2327,9,Maged,60,Hurghada,Cash
"frankfurter,sausage,hamburger meat,tropical fruit,other vegetables,pastry,soda,salty snack,nut snack,detergent",10,2404,10,Samy,55,Alexandria,Credit
"ham,beef,citrus fruit,tropical fruit,root vegetables,other vegetables,whole milk,butter milk,domestic eggs,rolls/buns,pastry,mustard,pickled vegetables,soda,long life bakery product,chocolate,specialty chocolate,specialty bar,chocolate marshmallow,candy,napkins,cookware,newspapers",23,691,15,Sameh,35,Hurghada,Cash
"chicken,rolls/buns",2,2005,1,Farida,22,Cairo,Credit
"whole milk,whipped/sour cream",2,264,12,Eman,23,Aswan,Cash
"berries,other vegetables,yogurt,whipped/sour cream,soft cheese,processed cheese,pastry,roll products ,flour,cat food",10,1090,2,Mohamed,25,Alexandria,Credit
"pork,other vegetables",2,482,9,Maged,60,Hurghada,Credit
"cat food,canned beer,newspapers",3,694,2,Mohamed,25,Alexandria,Credit
"other vegetables,packaged fruit/vegetables,whole milk,white bread",4,1120,12,Eman,23,Aswan,Credit
"whole milk,pot plants",2,1265,12,Eman,23,Aswan,Cash
dishes,1,2071,1,Farida,22,Cairo,Credit
"whole milk,rolls/buns,pot plants,shopping bags",4,1976,14,Magdy,36,Sohag,Credit
"whole milk,yogurt,coffee",3,424,7,Huda,39,Gharbia,Cash
"pork,root vegetables,bottled water,soda",4,1519,13,Sayed,37,Cairo,Credit
"sausage,rolls/buns,soda",3,1602,1,Farida,22,Cairo,Credit
"whipped/sour cream,specialty fat,waffles,specialty chocolate",4,592,4,Adel,50,Alexandria,Cash
"pork,tropical fruit,grapes,root vegetables,other vegetables,whole milk,butter,yogurt,rolls/buns",9,1373,2,Mohamed,25,Alexandria,Credit
chocolate,1,1765,2,Mohamed,25,Alexandria,Cash
"long life bakery product,newspapers",2,1489,13,Sayed,37,Cairo,Credit
"beef,tropical fruit,root vegetables,other vegetables,curd,rolls/buns,tea,bottled water,hygiene articles,flower (seeds)",10,2475,9,Maged,60,Hurghada,Credit
"frankfurter,pork,beef,tropical fruit,root vegetables,other vegetables,butter,rolls/buns,pastry,coffee,fruit/vegetable juice,chocolate,hygiene articles,newspapers",14,2129,2,Mohamed,25,Alexandria,Cash
"tropical fruit,onions,whole milk,whipped/sour cream,margarine,soda",6,1995,2,Mohamed,25,Alexandria,Cash
"tropical fruit,root vegetables,whole milk,curd,dessert,butter milk,yogurt,sauces,bottled water,syrup,specialty chocolate,cleaner",12,1689,8,Rania,37,Dakahlia,Cash
"frankfurter,sausage,turkey,tropical fruit,root vegetables,white bread,canned vegetables,soda",8,762,1,Farida,22,Cairo,Credit
"sausage,pip fruit,root vegetables,herbs,whole milk,processed cheese,mayonnaise,soda,rum",9,751,2,Mohamed,25,Alexandria,Credit
"root vegetables,margarine,bottled water,soda",4,1255,8,Rania,37,Dakahlia,Cash
"pork,citrus fruit,pip fruit,root vegetables,other vegetables,whole milk,butter,curd,yogurt,whipped/sour cream,cream cheese ,frozen vegetables,frozen meals,Instant food products,soda,fruit/vegetable juice,salty snack,specialty bar",18,1110,3,Ahmed,30,Giza,Credit
"chicken,hamburger meat,tropical fruit,pip fruit,root vegetables,other vegetables,rolls/buns,salt,canned vegetables,coffee,soda,canned beer",12,896,6,Walaa,29,Cairo,Cash
"other vegetables,whole milk,curd,whipped/sour cream,domestic eggs,rolls/buns",6,1173,14,Magdy,36,Sohag,Credit
"whole milk,butter,yogurt,frozen meals,rolls/buns,zwieback,margarine,pickled vegetables,fruit/vegetable juice,bottled beer",10,934,10,Samy,55,Alexandria,Cash
whipped/sour cream,1,417,11,Hanan,22,Fayoum,Credit
"zwieback,salty snack,popcorn,waffles,chocolate",5,930,14,Magdy,36,Sohag,Cash
"pork,bottled beer,salty snack,detergent,napkins",5,2239,4,Adel,50,Alexandria,Cash
"rolls/buns,roll products ,cat food,shopping bags",4,1915,11,Hanan,22,Fayoum,Credit
"root vegetables,other vegetables,butter",3,2409,3,Ahmed,30,Giza,Cash
"citrus fruit,onions,yogurt,rolls/buns",4,2057,6,Walaa,29,Cairo,Cash
"pip fruit,onions,other vegetables,vinegar,waffles",5,735,1,Farida,22,Cairo,Cash
"sausage,spread cheese,mustard,bottled water,cleaner,shopping bags",6,1516,4,Adel,50,Alexandria,Credit
"frankfurter,hamburger meat,pip fruit,other vegetables,butter milk,yogurt,sliced cheese,coffee,specialty bar",9,2263,7,Huda,39,Gharbia,Credit
"chicken,whole milk,salty snack,long life bakery product",4,1274,7,Huda,39,Gharbia,Cash
"sausage,other vegetables,packaged fruit/vegetables,bottled beer,red/blush wine",5,1806,12,Eman,23,Aswan,Credit
long life bakery product,1,2349,14,Magdy,36,Sohag,Credit
"citrus fruit,other vegetables,whole milk,yogurt,bottled water,bottled beer",6,1083,7,Huda,39,Gharbia,Credit
"other vegetables,butter milk,frozen fish,oil",4,2240,6,Walaa,29,Cairo,Credit
"pip fruit,whole milk,domestic eggs,white bread,flour,specialty fat,baking powder,bottled water,fruit/vegetable juice,flower (seeds)",10,1336,2,Mohamed,25,Alexandria,Credit
"tropical fruit,pip fruit,other vegetables,whole milk,curd,photo/film",6,1581,3,Ahmed,30,Giza,Credit
"onions,other vegetables,whole milk,curd,yogurt,brown bread,rice,margarine,canned beer,cake bar,dish cleaner,hygiene articles,napkins,house keeping products",14,1781,7,Huda,39,Gharbia,Credit
"root vegetables,other vegetables,curd,cream cheese ,pastry",5,1441,6,Walaa,29,Cairo,Credit
"rolls/buns,margarine,tea,bottled beer",4,345,3,Ahmed,30,Giza,Cash
"frankfurter,bottled water,soda,newspapers",4,1190,5,Shimaa,55,Port Said,Cash
"turkey,citrus fruit,tropical fruit,root vegetables,herbs,other vegetables,whole milk,curd,hard cheese,cream cheese ,domestic eggs,brown bread,oil,canned fruit,bottled water,misc. beverages,fruit/vegetable juice",17,1717,9,Maged,60,Hurghada,Credit
"butter milk,cream cheese ,bottled water",3,407,12,Eman,23,Aswan,Cash
"whole milk,butter,rolls/buns,bottled beer",4,2139,6,Walaa,29,Cairo,Cash
"onions,pastry,pot plants",3,1002,12,Eman,23,Aswan,Credit
"herbs,whole milk,butter milk,yogurt,cream cheese ,frozen vegetables,frozen fish,rolls/buns,salt,margarine,newspapers",11,349,6,Walaa,29,Cairo,Credit
"berries,yogurt,domestic eggs,newspapers",4,631,8,Rania,37,Dakahlia,Credit
"ice cream,cereals,chewing gum",3,2499,1,Farida,22,Cairo,Credit
"whipped/sour cream,ice cream,pot plants",3,1902,2,Mohamed,25,Alexandria,Credit
"chicken,hamburger meat,herbs,other vegetables,whole milk,yogurt,domestic eggs,rolls/buns,light bulbs",9,2490,4,Adel,50,Alexandria,Credit
"bottled beer,liquor,liquor (appetizer),long life bakery product",4,1919,2,Mohamed,25,Alexandria,Credit
napkins,1,636,9,Maged,60,Hurghada,Credit
"sausage,citrus fruit,yogurt,pastry,instant coffee,soda,napkins,newspapers",8,1390,6,Walaa,29,Cairo,Cash
"tropical fruit,other vegetables,yogurt,frozen vegetables,margarine,pickled vegetables,cat food,detergent,pot plants",9,235,14,Magdy,36,Sohag,Cash
"grapes,berries,butter,frozen vegetables,bottled water,soda,cling film/bags",7,1339,6,Walaa,29,Cairo,Cash
"beef,soda,detergent,flower (seeds)",4,2259,5,Shimaa,55,Port Said,Credit
whipped/sour cream,1,296,5,Shimaa,55,Port Said,Credit
oil,1,1984,11,Hanan,22,Fayoum,Cash
"other vegetables,whipped/sour cream,rolls/buns,pastry,sweet spreads,chocolate",6,1298,5,Shimaa,55,Port Said,Credit
ice cream,1,1048,13,Sayed,37,Cairo,Cash
"frankfurter,ham,beef,berries,other vegetables,whole milk,yogurt,domestic eggs,pastry,soda,bottled beer,red/blush wine,flower (seeds)",13,1541,6,Walaa,29,Cairo,Cash
hard cheese,1,587,6,Walaa,29,Cairo,Cash
canned beer,1,1129,4,Adel,50,Alexandria,Credit
other vegetables,1,699,10,Samy,55,Alexandria,Credit
"whole milk,curd,dessert,roll products ,tea,cocoa drinks,bottled beer,canned beer,cooking chocolate,cling film/bags",10,485,5,Shimaa,55,Port Said,Credit
"sausage,rolls/buns,pastry,soda,seasonal products,shopping bags",6,2413,8,Rania,37,Dakahlia,Credit
"root vegetables,domestic eggs",2,624,6,Walaa,29,Cairo,Cash
"other vegetables,bottled beer,red/blush wine,prosecco,specialty chocolate",5,1121,1,Farida,22,Cairo,Cash
"sliced cheese,hard cheese,coffee,soda,bottled beer,chewing gum,hygiene articles",7,400,6,Walaa,29,Cairo,Credit
"whole milk,dessert",2,2039,14,Magdy,36,Sohag,Credit
"yogurt,soft cheese",2,1131,11,Hanan,22,Fayoum,Cash
"frankfurter,ham,citrus fruit,tropical fruit,pip fruit,root vegetables,herbs,other vegetables,whole milk,yogurt,whipped/sour cream,processed cheese,domestic eggs,white bread,coffee,bottled beer",16,1777,14,Magdy,36,Sohag,Cash
"sausage,turkey,tropical fruit,grapes,other vegetables,whole milk,curd,yogurt,semi-finished bread,spices,baking powder,cat food,bottled water,long life bakery product,chocolate",15,1291,14,Magdy,36,Sohag,Credit
"citrus fruit,pip fruit,other vegetables",3,648,6,Walaa,29,Cairo,Credit
"frankfurter,meat,white bread,newspapers",4,2153,14,Magdy,36,Sohag,Cash
"bottled water,flower (seeds)",2,1846,8,Rania,37,Dakahlia,Cash
"finished products,dessert,pastry,shopping bags",4,1877,4,Adel,50,Alexandria,Cash
abrasive cleaner,1,940,10,Samy,55,Alexandria,Credit
"dessert,misc. beverages,fruit/vegetable juice",3,745,11,Hanan,22,Fayoum,Credit
"other vegetables,whole milk,butter,yogurt,beverages,sliced cheese,cereals,pot plants",8,2105,6,Walaa,29,Cairo,Credit
"curd,whipped/sour cream,bottled water",3,1415,6,Walaa,29,Cairo,Cash
"bottled beer,nut snack",2,592,4,Adel,50,Alexandria,Cash
"whipped/sour cream,newspapers",2,1531,3,Ahmed,30,Giza,Cash
frankfurter,1,403,6,Walaa,29,Cairo,Cash
soda,1,548,1,Farida,22,Cairo,Cash
"specialty cheese,soap",2,1578,4,Adel,50,Alexandria,Cash
"other vegetables,whole milk,frozen vegetables,frozen dessert,soups,soda,napkins,flower (seeds)",8,125,6,Walaa,29,Cairo,Credit
"misc. beverages,chocolate,shopping bags",3,1693,1,Farida,22,Cairo,Cash
bottled water,1,327,8,Rania,37,Dakahlia,Credit
"soda,chewing gum",2,1821,12,Eman,23,Aswan,Credit
other vegetables,1,1079,6,Walaa,29,Cairo,Cash
"citrus fruit,semi-finished bread,newspapers",3,163,7,Huda,39,Gharbia,Credit
"root vegetables,other vegetables,whole milk,pet care,soda",5,1829,14,Magdy,36,Sohag,Cash
"turkey,packaged fruit/vegetables,butter milk,UHT-milk,rolls/buns,zwieback,bottled water,fruit/vegetable juice",8,574,9,Maged,60,Hurghada,Credit
"yogurt,canned beer",2,2159,5,Shimaa,55,Port Said,Cash
"citrus fruit,other vegetables,white bread,brown bread,roll products ,margarine,coffee,fruit/vegetable juice,syrup",9,1894,2,Mohamed,25,Alexandria,Credit
"pip fruit,misc. beverages",2,1266,14,Magdy,36,Sohag,Cash
"curd,yogurt,oil,bottled water,bottled beer,male cosmetics",6,2393,10,Samy,55,Alexandria,Credit
liver loaf,1,2048,15,Sameh,35,Hurghada,Cash
"whole milk,processed cheese,pastry,soda",4,172,7,Huda,39,Gharbia,Credit
"beef,other vegetables,packaged fruit/vegetables,dog food",4,887,7,Huda,39,Gharbia,Credit
"ice cream,dishes",2,2382,15,Sameh,35,Hurghada,Cash
"beef,ice cream",2,2031,12,Eman,23,Aswan,Cash
"pork,beef,butter,whipped/sour cream,frozen meals,frozen fish,rolls/buns,pastry,canned fish,cat food,waffles,chocolate,shopping bags",13,1967,9,Maged,60,Hurghada,Cash
"pip fruit,margarine,soda,long life bakery product,waffles,specialty chocolate,detergent,dish cleaner,hygiene articles,house keeping products,flower soil/fertilizer",11,1106,14,Magdy,36,Sohag,Credit
"chicken,other vegetables,beverages,spices,hygiene articles",5,2248,12,Eman,23,Aswan,Credit
"chicken,citrus fruit,whole milk,processed cheese,coffee,soda,fruit/vegetable juice,canned beer,white wine,candy,shopping bags",11,1609,1,Farida,22,Cairo,Cash
liqueur,1,835,9,Maged,60,Hurghada,Credit
"berries,yogurt,whipped/sour cream",3,2146,5,Shimaa,55,Port Said,Credit
"sausage,UHT-milk,domestic eggs,white bread,soda,cake bar",6,1670,2,Mohamed,25,Alexandria,Credit
"sausage,root vegetables,butter,oil,pickled vegetables,bottled beer,shopping bags",7,884,7,Huda,39,Gharbia,Credit
"other vegetables,pastry,canned fruit,chocolate,dishes",5,2227,10,Samy,55,Alexandria,Cash
bottled beer,1,1152,8,Rania,37,Dakahlia,Credit
"sausage,meat,berries,whole milk,whipped/sour cream,white bread,fruit/vegetable juice,long life bakery product,waffles,abrasive cleaner",10,630,14,Magdy,36,Sohag,Cash
"bottled water,soda",2,2377,12,Eman,23,Aswan,Cash
newspapers,1,1287,2,Mohamed,25,Alexandria,Cash
soda,1,909,9,Maged,60,Hurghada,Cash
packaged fruit/vegetables,1,656,1,Farida,22,Cairo,Cash
"dessert,rolls/buns,waffles",3,2164,10,Samy,55,Alexandria,Credit
"hamburger meat,pip fruit,tea,bottled beer,white wine",5,1639,13,Sayed,37,Cairo,Cash
"white bread,soda,shopping bags",3,192,3,Ahmed,30,Giza,Cash
"sausage,meat,citrus fruit,yogurt,hard cheese,frozen meals,soda,fruit/vegetable juice,napkins,newspapers",10,226,3,Ahmed,30,Giza,Credit
shopping bags,1,1868,15,Sameh,35,Hurghada,Credit
shopping bags,1,2364,8,Rania,37,Dakahlia,Credit
"beef,root vegetables,herbs,frozen vegetables,fruit/vegetable juice,specialty chocolate",6,2259,3,Ahmed,30,Giza,Cash
"citrus fruit,pip fruit,other vegetables,rolls/buns",4,265,1,Farida,22,Cairo,Credit
"citrus fruit,butter,frozen vegetables,baking powder",4,1063,2,Mohamed,25,Alexandria,Cash
"frozen potato products,seasonal products",2,442,9,Maged,60,Hurghada,Cash
"curd,beverages,pastry,pot plants",4,896,9,Maged,60,Hurghada,Cash
"frankfurter,beef,other vegetables,chocolate,shopping bags",5,1809,2,Mohamed,25,Alexandria,Cash
"whipped/sour cream,UHT-milk,domestic eggs",3,2141,5,Shimaa,55,Port Said,Credit
"whole milk,soda,specialty bar,newspapers",4,298,10,Samy,55,Alexandria,Cash
"pastry,canned beer,chocolate,newspapers",4,684,4,Adel,50,Alexandria,Credit
"whole milk,curd,soda,bottled beer,cling film/bags",5,2091,7,Huda,39,Gharbia,Cash
"whole milk,misc. beverages,salty snack,long life bakery product,shopping bags",5,2029,9,Maged,60,Hurghada,Credit
"citrus fruit,oil,baking powder,candy,dishes",5,132,6,Walaa,29,Cairo,Credit
"whole milk,canned fish,bottled beer,abrasive cleaner,cleaner",5,120,11,Hanan,22,Fayoum,Credit
"oil,candy",2,1841,13,Sayed,37,Cairo,Credit
"meat,hamburger meat,brown bread",3,693,6,Walaa,29,Cairo,Credit
specialty chocolate,1,2024,11,Hanan,22,Fayoum,Cash
bottled beer,1,1996,6,Walaa,29,Cairo,Cash
ice cream,1,1929,5,Shimaa,55,Port Said,Cash
other vegetables,1,564,8,Rania,37,Dakahlia,Credit
"beef,whipped/sour cream,roll products ",3,982,4,Adel,50,Alexandria,Cash
"canned vegetables,female sanitary products,shopping bags",3,1379,11,Hanan,22,Fayoum,Credit
"beef,citrus fruit,root vegetables,other vegetables,whole milk,yogurt,domestic eggs,pastry,semi-finished bread,salt,sugar,sweet spreads,soda,fruit/vegetable juice,red/blush wine",15,114,3,Ahmed,30,Giza,Cash
"citrus fruit,tropical fruit,whole milk,butter milk,rice,oil,canned fruit,bottled water,white wine,popcorn,hygiene articles,shopping bags",12,119,6,Walaa,29,Cairo,Credit
"sausage,citrus fruit",2,1552,2,Mohamed,25,Alexandria,Cash
"bottled water,bottled beer",2,678,11,Hanan,22,Fayoum,Cash
tropical fruit,1,674,11,Hanan,22,Fayoum,Credit
"other vegetables,whole milk,dessert,butter milk,yogurt,cream cheese ,pickled vegetables",7,718,9,Maged,60,Hurghada,Credit
root vegetables,1,1716,5,Shimaa,55,Port Said,Cash
"dessert,bottled water,fruit/vegetable juice",3,792,4,Adel,50,Alexandria,Cash
"chewing gum,specialty bar",2,909,2,Mohamed,25,Alexandria,Credit
"onions,whole milk,curd,soda",4,1819,15,Sameh,35,Hurghada,Cash
"pip fruit,root vegetables,other vegetables,whole milk,margarine,bottled water",6,975,1,Farida,22,Cairo,Credit
soda,1,699,13,Sayed,37,Cairo,Credit
packaged fruit/vegetables,1,794,2,Mohamed,25,Alexandria,Cash
"tropical fruit,other vegetables,packaged fruit/vegetables,butter,bottled water",5,309,11,Hanan,22,Fayoum,Credit
canned beer,1,886,3,Ahmed,30,Giza,Cash
"sausage,pip fruit,root vegetables,whole milk,butter,domestic eggs,brown bread,cereals,baking powder,fruit/vegetable juice,long life bakery product,chocolate",12,1339,11,Hanan,22,Fayoum,Credit
"soda,misc. beverages,specialty bar",3,1392,12,Eman,23,Aswan,Credit
"whole milk,semi-finished bread,sugar,coffee,seasonal products,hygiene articles,napkins,shopping bags",8,646,14,Magdy,36,Sohag,Cash
"frozen dessert,pastry,semi-finished bread,vinegar,coffee",5,533,8,Rania,37,Dakahlia,Cash
"citrus fruit,tropical fruit,pip fruit,shopping bags",4,880,10,Samy,55,Alexandria,Cash
"coffee,seasonal products,shopping bags",3,103,11,Hanan,22,Fayoum,Credit
"oil,canned beer",2,497,11,Hanan,22,Fayoum,Credit
tropical fruit,1,841,1,Farida,22,Cairo,Credit
soda,1,2426,1,Farida,22,Cairo,Cash
"chicken,curd",2,2266,4,Adel,50,Alexandria,Cash
"other vegetables,packaged fruit/vegetables,dessert,frozen vegetables,domestic eggs,flour,salt,sugar",8,1661,1,Farida,22,Cairo,Credit
"dessert,flower soil/fertilizer,flower (seeds)",3,2159,11,Hanan,22,Fayoum,Credit
"sausage,other vegetables,frozen dessert,pastry,fruit/vegetable juice,long life bakery product",6,2308,1,Farida,22,Cairo,Cash
"condensed milk,pastry,chocolate",3,176,4,Adel,50,Alexandria,Cash
"brown bread,soda",2,1460,6,Walaa,29,Cairo,Cash
pip fruit,1,2454,10,Samy,55,Alexandria,Cash
"bottled water,soda,fruit/vegetable juice,salty snack,newspapers",5,1092,12,Eman,23,Aswan,Cash
shopping bags,1,2397,5,Shimaa,55,Port Said,Cash
"sausage,sparkling wine",2,1246,5,Shimaa,55,Port Said,Credit
"whole milk,frozen vegetables,bottled water",3,1437,13,Sayed,37,Cairo,Credit
soda,1,307,8,Rania,37,Dakahlia,Credit
"whole milk,yogurt,frozen vegetables",3,1974,14,Magdy,36,Sohag,Cash
"pastry,chocolate,specialty bar",3,372,10,Samy,55,Alexandria,Credit
"citrus fruit,tropical fruit,whole milk,curd,yogurt,domestic eggs,bottled water,soda,shopping bags",9,1687,3,Ahmed,30,Giza,Credit
ice cream,1,1978,10,Samy,55,Alexandria,Cash
"whole milk,UHT-milk,frozen potato products,baking powder,pet care,popcorn,candy",7,720,8,Rania,37,Dakahlia,Cash
"whole milk,dessert,yogurt,white bread",4,1151,13,Sayed,37,Cairo,Credit
"frankfurter,grapes",2,2485,4,Adel,50,Alexandria,Cash
"citrus fruit,oil,misc. beverages",3,2441,2,Mohamed,25,Alexandria,Cash
"yogurt,bottled water,soda,newspapers",4,2005,7,Huda,39,Gharbia,Cash
"yogurt,waffles,hygiene articles",3,394,3,Ahmed,30,Giza,Credit
"rolls/buns,bottled beer,hygiene articles",3,1563,14,Magdy,36,Sohag,Cash
"soda,fruit/vegetable juice,bottled beer",3,1849,9,Maged,60,Hurghada,Cash
"onions,whole milk,processed cheese,pastry,oil",5,765,5,Shimaa,55,Port Said,Cash
"butter milk,white bread,pet care,newspapers",4,875,4,Adel,50,Alexandria,Cash
"frankfurter,dessert,rolls/buns,artif. sweetener,mustard,canned beer,dish cleaner,male cosmetics",8,2241,13,Sayed,37,Cairo,Cash
"frozen dessert,softener",2,1804,15,Sameh,35,Hurghada,Cash
"citrus fruit,tropical fruit,pip fruit,yogurt,ice cream,soda",6,747,7,Huda,39,Gharbia,Cash
"tropical fruit,other vegetables,whole milk,curd,frozen fish,domestic eggs,baking powder,cling film/bags",8,2196,7,Huda,39,Gharbia,Credit
"hard cheese,pastry,popcorn,pot plants",4,1964,6,Walaa,29,Cairo,Credit
whipped/sour cream,1,2169,15,Sameh,35,Hurghada,Cash
"pork,bottled water,white wine",3,621,11,Hanan,22,Fayoum,Credit
"onions,white bread,hygiene articles",3,2279,14,Magdy,36,Sohag,Credit
"tropical fruit,pip fruit,whole milk,hard cheese,frozen meals,white bread,zwieback,sparkling wine,softener,hygiene articles,newspapers",11,196,8,Rania,37,Dakahlia,Cash
other vegetables,1,705,12,Eman,23,Aswan,Credit
"sausage,other vegetables,brown bread,misc. beverages,fruit/vegetable juice,chocolate,candy",7,1558,5,Shimaa,55,Port Said,Cash
chocolate,1,871,8,Rania,37,Dakahlia,Cash
soda,1,2345,13,Sayed,37,Cairo,Credit
"yogurt,frozen meals,soda",3,946,11,Hanan,22,Fayoum,Cash
"pip fruit,canned beer",2,1187,9,Maged,60,Hurghada,Credit
"bottled water,soda,chocolate,shopping bags",4,1280,1,Farida,22,Cairo,Credit
bottled beer,1,1735,7,Huda,39,Gharbia,Cash
frozen vegetables,1,2160,11,Hanan,22,Fayoum,Credit
detergent,1,932,15,Sameh,35,Hurghada,Credit
"bottled water,soda,cake bar,chocolate,shopping bags",5,2215,7,Huda,39,Gharbia,Credit
other vegetables,1,250,2,Mohamed,25,Alexandria,Cash
"yogurt,margarine,bottled water,chewing gum",4,663,1,Farida,22,Cairo,Cash
"sweet spreads,waffles",2,576,3,Ahmed,30,Giza,Credit
"tropical fruit,yogurt,spread cheese,brown bread",4,1667,15,Sameh,35,Hurghada,Credit
"whole milk,brown bread,newspapers",3,131,12,Eman,23,Aswan,Cash
"citrus fruit,soda",2,2145,14,Magdy,36,Sohag,Credit
"citrus fruit,pip fruit,grapes,other vegetables,brown bread,cat food,bottled water,napkins",8,169,13,Sayed,37,Cairo,Credit
"citrus fruit,other vegetables,frozen meals,rice,bottled beer,canned beer",6,2334,10,Samy,55,Alexandria,Credit
pork,1,2081,3,Ahmed,30,Giza,Cash
"yogurt,soda,fruit/vegetable juice",3,802,15,Sameh,35,Hurghada,Cash
"beef,tropical fruit,root vegetables,whole milk,rolls/buns,bottled water,salty snack",7,1218,8,Rania,37,Dakahlia,Credit
shopping bags,1,541,8,Rania,37,Dakahlia,Cash
"whipped/sour cream,napkins",2,502,13,Sayed,37,Cairo,Cash
"other vegetables,brown bread",2,464,1,Farida,22,Cairo,Credit
sugar,1,1336,12,Eman,23,Aswan,Cash
"packaged fruit/vegetables,whole milk,soda",3,335,6,Walaa,29,Cairo,Credit
"tropical fruit,butter,whipped/sour cream,rolls/buns",4,626,1,Farida,22,Cairo,Credit
"whole milk,ice cream",2,756,10,Samy,55,Alexandria,Cash
canned beer,1,688,11,Hanan,22,Fayoum,Cash
"tropical fruit,whole milk,yogurt,pastry,soda,misc. beverages",6,485,3,Ahmed,30,Giza,Credit
"chewing gum,hygiene articles",2,1204,2,Mohamed,25,Alexandria,Credit
"tropical fruit,whole milk,long life bakery product,chocolate",4,884,14,Magdy,36,Sohag,Credit
white wine,1,1849,1,Farida,22,Cairo,Cash
"whole milk,coffee",2,1116,4,Adel,50,Alexandria,Credit
canned beer,1,1875,2,Mohamed,25,Alexandria,Cash
"tropical fruit,pip fruit,other vegetables,curd,beverages,pastry,soda,waffles",8,304,6,Walaa,29,Cairo,Cash
"chicken,beef,packaged fruit/vegetables,dessert,whipped/sour cream,soft cheese,frozen meals,rolls/buns,white bread,pasta,shopping bags",11,1004,2,Mohamed,25,Alexandria,Credit
"sweet spreads,hygiene articles,house keeping products",3,989,14,Magdy,36,Sohag,Credit
"packaged fruit/vegetables,fruit/vegetable juice,salty snack",3,1996,15,Sameh,35,Hurghada,Credit
"other vegetables,whole milk",2,2062,3,Ahmed,30,Giza,Cash
"citrus fruit,condensed milk,flour",3,2324,6,Walaa,29,Cairo,Credit
whipped/sour cream,1,2025,7,Huda,39,Gharbia,Credit
"hamburger meat,citrus fruit,root vegetables,other vegetables,ice cream,domestic eggs,rolls/buns,white bread,canned beer,long life bakery product,cling film/bags",11,2227,12,Eman,23,Aswan,Credit
"bottled water,soda",2,184,12,Eman,23,Aswan,Cash
"frozen meals,frozen fish,frozen dessert,pastry,canned beer,long life bakery product,waffles,napkins,shopping bags",9,375,9,Maged,60,Hurghada,Credit
"white bread,flour,fruit/vegetable juice,hygiene articles",4,2466,15,Sameh,35,Hurghada,Cash
"pastry,pickled vegetables,canned beer",3,1248,5,Shimaa,55,Port Said,Credit
bottled beer,1,141,4,Adel,50,Alexandria,Cash
"tropical fruit,yogurt,whipped/sour cream,sliced cheese,coffee,soda,fruit/vegetable juice,hair spray,soap",9,355,3,Ahmed,30,Giza,Credit
"sausage,tropical fruit,whole milk,soft cheese,brown bread,fruit/vegetable juice",6,174,15,Sameh,35,Hurghada,Credit
soda,1,1567,8,Rania,37,Dakahlia,Credit
rolls/buns,1,1930,12,Eman,23,Aswan,Credit
"UHT-milk,bottled water",2,1697,8,Rania,37,Dakahlia,Cash
"nuts/prunes,canned fish,soda,shopping bags",4,1087,13,Sayed,37,Cairo,Credit
canned beer,1,1227,2,Mohamed,25,Alexandria,Cash
"tropical fruit,root vegetables,whole milk,condensed milk,rolls/buns,bottled beer,waffles",7,124,9,Maged,60,Hurghada,Credit
"oil,pickled vegetables,hygiene articles",3,2071,7,Huda,39,Gharbia,Credit
rolls/buns,1,1334,9,Maged,60,Hurghada,Credit
"citrus fruit,tropical fruit,whole milk,rolls/buns,honey",5,261,1,Farida,22,Cairo,Cash
"berries,yogurt",2,1848,5,Shimaa,55,Port Said,Cash
"beef,citrus fruit,root vegetables,pasta,canned beer,male cosmetics,hygiene articles",7,2079,5,Shimaa,55,Port Said,Credit
"citrus fruit,rolls/buns,chewing gum,shopping bags",4,944,6,Walaa,29,Cairo,Cash
"frankfurter,pastry,soda",3,1872,11,Hanan,22,Fayoum,Credit
"whole milk,sliced cheese,rolls/buns,shopping bags",4,891,12,Eman,23,Aswan,Credit
"beef,onions,other vegetables,rolls/buns",4,761,1,Farida,22,Cairo,Cash
"pip fruit,dish cleaner,napkins",3,2356,12,Eman,23,Aswan,Credit
"domestic eggs,candy",2,677,8,Rania,37,Dakahlia,Cash
"root vegetables,butter,curd,pastry,chocolate,kitchen towels",6,2368,6,Walaa,29,Cairo,Cash
softener,1,115,7,Huda,39,Gharbia,Cash
"whole milk,butter,sugar,coffee",4,2455,8,Rania,37,Dakahlia,Credit
"frankfurter,hygiene articles",2,1448,3,Ahmed,30,Giza,Cash
"chicken,root vegetables,other vegetables,curd,yogurt,beverages,margarine,candles,flower (seeds)",9,1589,3,Ahmed,30,Giza,Credit
"sausage,chicken,other vegetables,whole milk,whipped/sour cream,hard cheese,frozen meals,rolls/buns,cereals,coffee,nut snack,cake bar,cleaner,skin care,female sanitary products,house keeping products",16,1835,11,Hanan,22,Fayoum,Cash
"curd,yogurt,bathroom cleaner",3,2041,7,Huda,39,Gharbia,Cash
"frankfurter,coffee",2,2346,5,Shimaa,55,Port Said,Cash
"pip fruit,curd,margarine,baking powder",4,1534,12,Eman,23,Aswan,Cash
"yogurt,light bulbs",2,704,2,Mohamed,25,Alexandria,Cash
rolls/buns,1,617,2,Mohamed,25,Alexandria,Cash
"chicken,root vegetables,curd,specialty bar,newspapers",5,1871,9,Maged,60,Hurghada,Cash
beef,1,2239,1,Farida,22,Cairo,Credit
